Jun 11 2021 23:47:46 FW00 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 155.45.129.14 to 51.130.22.93 on interface GigabitEthernet0/3	 Anomaly
Jun 11 2021 23:56:09 FW12 : %ASA-5-713155: DNS lookup for Primary VPN Server vpn_concentrator successfully resolved after a previous failure. Resetting any Backup Server init.	 Not anomaly
Jun 11 2021 23:56:09 FW00 : %ASA-5-507001: Terminating TCP-Proxy connection from GigabitEthernet0/5:212.69.72.175/54785 to GigabitEthernet0/5:66.132.38.225/2748 - reassembly limit of 156000 bytes exceeded	 Not anomaly
Jun 11 2021 23:56:10 FW15 : %ASA-4-400012: IPS:2002 ICMP Source Quench 35.160.81.14 to 141.252.75.201 on interface GigabitEthernet0/1	 Not anomaly
Jun 11 2021 23:56:10 FW17 : %ASA-4-400020: IPS:2010 ICMP Information Reply 124.18.40.90 to 217.4.136.126 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:56:10 FW01 : %ASA-1-104500: (Secondary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 11 2021 23:56:10 FW08 : %ASA-1-104502: (Primary) Becoming Backup unit failed.	 Not anomaly
Jun 11 2021 23:56:10 FW05 : %ASA-3-319001: Acknowledge for arp update for IP address 128.152.96.153 not received.	 Not anomaly
Jun 11 2021 23:56:10 FW02 : %ASA-4-411001: Line protocol on interface GigabitEthernet0/2 changed state to up	 Anomaly
Jun 11 2021 23:56:10 FW07 : %ASA-4-400020: IPS:2010 ICMP Information Reply 207.157.185.94 to 65.252.143.204 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:56:11 FW18 : %ASA-4-405002: Received mac mismatch collision from 74.116.138.19/6e:f9:6f:72:b9:25 for authenticated host	 Anomaly
Jun 11 2021 23:56:11 FW14 : %ASA-3-304003: URL Server 113.146.25.34 timed out URL http://kennedy.info/	 Anomaly
Jun 11 2021 23:56:11 FW01 : %ASA-6-303002: FTP connection from GigabitEthernet0/0:112.241.233.120/41822 to GigabitEthernet0/5: 166.29.196.165/38525 , user user16 action file filename	 Anomaly
Jun 11 2021 23:56:12 FW05 : %ASA-4-716022: Unable to connect to proxy server.	 Not anomaly
Jun 11 2021 23:56:12 FW08 : %ASA-3-318109: OSPFv3 has received an unexpected message	 Not anomaly
Jun 11 2021 23:56:12 FW17 : %ASA-6-303002: FTP connection from GigabitEthernet0/3:104.221.240.214/38866 to GigabitEthernet0/3: 92.1.118.34/32444 , user user20 action file filename	 Anomaly
Jun 11 2021 23:56:12 FW12 : %ASA-4-400042: IPS:6150 ypserv (YP server daemon) Portmap Request 180.73.178.240 to 206.163.24.176 on interface GigabitEthernet0/3	 Not anomaly
Jun 11 2021 23:56:12 FW25 : %ASA-6-109001: Auth start for user user11 from 10.245.77.5/50226 to 141.49.75.88/49786	 Not anomaly
Jun 11 2021 23:56:13 FW01 : %ASA-4-400037: IPS:6053 DNS Request for All Records 46.39.157.199 to 82.104.75.87 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:56:13 FW09 : %ASA-4-400050: IPS:6190 statd Buffer Overflow from 19.148.220.139 to 170.12.181.22 on interface GigabitEthernet0/3	 Anomaly
Jun 11 2021 23:56:13 FW13 : %ASA-4-400017: IPS:2007 ICMP Timestamp Request 30.193.122.205 to 40.133.204.212 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:56:14 FW16 : %ASA-5-718016: Received HELLO response from 170.161.106.166	 Not anomaly
Jun 11 2021 23:56:14 FW11 : %ASA-3-318107: OSPF is enabled on GigabitEthernet0/1 during idb initialization	 Not anomaly
Jun 11 2021 23:56:14 FW21 : %ASA-4-400034: IPS:6050 DNS HINFO Request 104.244.162.192 to 46.105.49.27 on interface GigabitEthernet0/5	 Not anomaly
Jun 11 2021 23:56:14 FW09 : %ASA-7-718021: Sent KEEPALIVE response to 70.3.102.98	 Not anomaly
Jun 11 2021 23:56:14 FW02 : %ASA-1-104500: (Secondary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 11 2021 23:56:14 FW13 : %ASA-4-400034: IPS:6050 DNS HINFO Request 158.78.42.39 to 57.241.170.38 on interface GigabitEthernet0/3	 Not anomaly
Jun 11 2021 23:56:15 FW03 : %ASA-1-104500: (Primary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 11 2021 23:56:15 FW04 : %ASA-5-502111: New group policy added: name: acl_int Type: internal	 Not anomaly
Jun 11 2021 23:56:15 FW09 : %ASA-4-400049: IPS:6180 rexd (remote execution daemon) Attempt 214.92.111.202 to 87.159.55.78 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:56:15 FW08 : %ASA-7-718021: Sent KEEPALIVE response to 221.70.174.216	 Not anomaly
Jun 11 2021 23:56:15 FW10 : %ASA-4-400012: IPS:2002 ICMP Source Quench 184.39.211.79 to 53.109.143.203 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:56:16 FW03 : %ASA-4-400006: IPS:1006 IP options-Strict Source Route 37.241.114.136 to 147.83.177.253 on interface GigabitEthernet0/3	 Not anomaly
Jun 11 2021 23:56:16 FW04 : %ASA-5-713155: DNS lookup for Primary VPN Server vpn_concentrator successfully resolved after a previous failure. Resetting any Backup Server init.	 Not anomaly
Jun 11 2021 23:56:16 FW19 : %ASA-4-400015: IPS:2005 ICMP Time Exceeded for a Datagram 220.233.137.156 to 149.239.57.59 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:56:16 FW25 : %ASA-4-400017: IPS:2007 ICMP Timestamp Request 193.149.13.112 to 50.100.52.156 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:56:17 FW03 : %ASA-1-105003: (Primary) Monitoring on interface GigabitEthernet0/3 waiting	 Not anomaly
Jun 11 2021 23:56:17 FW15 : %ASA-1-104500: (Primary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 11 2021 23:56:17 FW06 : %ASA-3-318109: OSPFv3 has received an unexpected message	 Not anomaly
Jun 11 2021 23:56:17 FW00 : %ASA-7-718021: Sent KEEPALIVE response to 91.126.28.120	 Not anomaly
Jun 11 2021 23:56:17 FW06 : %ASA-4-400042: IPS:6150 ypserv (YP server daemon) Portmap Request 137.9.208.90 to 74.167.37.72 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:56:17 FW14 : %ASA-4-400012: IPS:2002 ICMP Source Quench 116.161.41.222 to 179.254.218.146 on interface GigabitEthernet0/3	 Not anomaly
Jun 11 2021 23:56:18 FW02 : %ASA-4-400000: IPS:1000 IP options-Bad Option List from 11.141.148.63 to 93.71.112.233 on interface GigabitEthernet0/1	 Not anomaly
Jun 11 2021 23:56:18 FW18 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 85.150.241.107 to 157.76.230.118 on interface GigabitEthernet0/1	 Anomaly
Jun 11 2021 23:56:18 FW19 : %ASA-4-400037: IPS:6053 DNS Request for All Records 145.208.54.73 to 162.199.219.109 on interface GigabitEthernet0/5	 Not anomaly
Jun 11 2021 23:56:19 FW00 : %ASA-5-718016: Received HELLO response from 42.212.227.245	 Not anomaly
Jun 11 2021 23:56:19 FW20 : %ASA-1-104500: (Secondary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 11 2021 23:56:19 FW09 : %ASA-4-400049: IPS:6180 rexd (remote execution daemon) Attempt 35.69.183.13 to 34.183.64.8 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:56:19 FW11 : %ASA-1-104502: (Primary) Becoming Backup unit failed.	 Not anomaly
Jun 11 2021 23:56:19 FW21 : %ASA-4-401001: Shuns cleared	 Not anomaly
Jun 11 2021 23:56:19 FW07 : %ASA-4-400013: IPS:2003 ICMP Redirect 216.245.103.104 to 104.27.9.108 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:56:19 FW04 : %ASA-5-718016: Received HELLO response from 82.54.158.36	 Not anomaly
Jun 11 2021 23:56:20 FW08 : %ASA-7-710005: SCTP request discarded from 47.196.29.2/29249 to GigabitEthernet0/4:27.131.200.43/NTP	 Anomaly
Jun 11 2021 23:56:20 FW17 : %ASA-6-303002: FTP connection from GigabitEthernet0/1:131.28.229.169/51914 to GigabitEthernet0/3: 101.18.225.36/59261 , user user6 action file filename	 Anomaly
Jun 11 2021 23:56:20 FW17 : %ASA-6-302003: Built H245 connection for foreign_address 213.48.203.9/33523 local_address 172.28.252.37 /6429	 Anomaly
Jun 11 2021 23:56:21 FW02 : %ASA-6-109005: Authentication succeeded for user user13 from 192.168.67.89/46400 to 191.24.194.127/59854 on interface GigabitEthernet0/5.	 Not anomaly
Jun 11 2021 23:56:21 FW12 : %ASA-3-318109: OSPFv3 has received an unexpected message	 Not anomaly
Jun 11 2021 23:56:21 FW05 : %ASA-4-400006: IPS:1006 IP options-Strict Source Route 160.43.151.91 to 83.5.206.243 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:56:21 FW17 : %ASA-7-713052: User user12 authenticated.	 Not anomaly
Jun 11 2021 23:56:21 FW15 : %ASA-6-611101: User authentication succeeded: IP, 6.34.145.51 : Uname: user6	 Not anomaly
Jun 11 2021 23:56:21 FW09 : %ASA-4-400004: IPS:1004 IP options-Loose Source Route 102.40.253.163 to 223.140.119.44 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:56:22 FW10 : %ASA-5-611103: User logged out: Uname: user8	 Not anomaly
Jun 11 2021 23:56:22 FW08 : %ASA-4-400022: IPS:2012 ICMP Address Mask Reply 146.106.156.16 to 97.155.206.85 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:56:22 FW03 : %ASA-6-605005: Login permitted from 85.87.222.113/50400 to GigabitEthernet0/3:6.154.134.65/DNS for user user6	 Anomaly
Jun 11 2021 23:56:23 FW00 : %ASA-6-314004: RTSP client GigabitEthernet0/0: 100.211.78.73 accessed RTSP URL http://yang.com/	 Not anomaly
Jun 11 2021 23:56:23 FW25 : %ASA-4-400005: IPS:1005 IP options-SATNET ID 1.234.84.153 to 67.149.37.251 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:56:23 FW01 : %ASA-4-400042: IPS:6150 ypserv (YP server daemon) Portmap Request 150.15.7.28 to 138.89.36.201 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:56:24 FW08 : %ASA-5-718016: Received HELLO response from 202.208.120.11	 Not anomaly
Jun 11 2021 23:56:24 FW10 : %ASA-3-304003: URL Server 168.53.228.73 timed out URL https://hamilton-irwin.com/	 Not anomaly
Jun 11 2021 23:56:24 FW25 : %ASA-4-733100: Conn limit drop rate 1 exceeded. Current burst rate is 10 per second, max configured rate is 800 ; Current average rate is 2240 per second, max configured rate is 1500 ; Cumulative total count is 545132	 Anomaly
Jun 11 2021 23:56:24 FW08 : %ASA-5-502111: New group policy added: name: acl_int Type: internal	 Not anomaly
Jun 11 2021 23:56:24 FW06 : %ASA-7-718023: Received KEEPALIVE response from 56.16.106.51	 Not anomaly
Jun 11 2021 23:56:24 FW06 : %ASA-5-507001: Terminating TCP-Proxy connection from GigabitEthernet0/3:223.5.120.155/4810 to GigabitEthernet0/0:103.114.255.70/15558 - reassembly limit of 156000 bytes exceeded	 Not anomaly
Jun 11 2021 23:56:25 FW08 : %ASA-4-400016: IPS:2006 ICMP Parameter Problem on Datagram 38.101.26.242 to 149.148.102.231 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:56:25 FW09 : %ASA-4-400037: IPS:6053 DNS Request for All Records 163.63.150.198 to 185.224.147.12 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:56:25 FW14 : %ASA-7-710002: UDP access permitted from 154.207.153.1/28534 to GigabitEthernet0/1:124.117.102.38/DNS	 Not anomaly
Jun 11 2021 23:56:26 FW22 : %ASA-6-611101: User authentication succeeded: IP, 143.164.136.115 : Uname: user15	 Not anomaly
Jun 11 2021 23:56:26 FW02 : %ASA-4-400022: IPS:2012 ICMP Address Mask Reply 113.159.169.104 to 146.135.49.208 on interface GigabitEthernet0/5	 Not anomaly
Jun 11 2021 23:56:26 FW05 : %ASA-4-400004: IPS:1004 IP options-Loose Source Route 149.60.89.165 to 131.141.138.185 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:56:26 FW20 : %ASA-3-319002: Acknowledge for route update for IP address 77.245.4.70 not received.	 Not anomaly
Jun 11 2021 23:56:27 FW06 : %ASA-4-400034: IPS:6050 DNS HINFO Request 223.60.162.181 to 120.30.153.231 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:56:27 FW21 : %ASA-4-400028: IPS:3042 TCP FIN only flags from 98.0.227.122 to 26.108.165.198 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:56:27 FW20 : %ASA-4-400005: IPS:1005 IP options-SATNET ID 151.76.26.89 to 186.51.225.58 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:56:28 FW10 : %ASA-4-400039: IPS:6101 RPC Port Unregistration 149.43.150.76 to 37.164.217.75 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:56:28 FW07 : %ASA-1-101001: (Primary) Failover cable OK.	 Not anomaly
Jun 11 2021 23:56:28 FW12 : %ASA-6-611101: User authentication succeeded: IP, 97.10.224.98 : Uname: user4	 Not anomaly
Jun 11 2021 23:56:28 FW08 : %ASA-5-718016: Received HELLO response from 137.226.153.41	 Not anomaly
Jun 11 2021 23:56:28 FW12 : %ASA-4-411001: Line protocol on interface GigabitEthernet0/5 changed state to up	 Anomaly
Jun 11 2021 23:56:28 FW18 : %ASA-4-400000: IPS:1000 IP options-Bad Option List from 141.157.108.107 to 121.176.89.121 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:56:29 FW18 : %ASA-7-713052: User user6 authenticated.	 Not anomaly
Jun 11 2021 23:56:29 FW00 : %ASA-4-400013: IPS:2003 ICMP Redirect 142.250.254.207 to 116.58.120.50 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:56:29 FW11 : %ASA-7-713164: The Firewall Server has requested a list of active user sessions	 Not anomaly
Jun 11 2021 23:56:29 FW25 : %ASA-5-718016: Received HELLO response from 170.145.115.206	 Not anomaly
Jun 11 2021 23:56:29 FW19 : %ASA-3-318107: OSPF is enabled on GigabitEthernet0/5 during idb initialization	 Not anomaly
Jun 11 2021 23:56:29 FW09 : %ASA-4-507002: Data copy in proxy-mode exceeded the buffer limit	 Anomaly
Jun 11 2021 23:56:29 FW02 : %ASA-6-109005: Authentication succeeded for user user16 from 10.7.31.5/32472 to 29.246.148.253/44562 on interface GigabitEthernet0/5.	 Not anomaly
Jun 11 2021 23:56:29 FW16 : %ASA-6-302033: Pre-allocated H323 GUP Connection for faddr GigabitEthernet0/4: 83.209.37.195/44044 to laddr GigabitEthernet0/5: 172.30.52.235/59102	 Not anomaly
Jun 11 2021 23:56:30 FW06 : %ASA-7-715041: Received keep-alive of type keepalive_type , not the negotiated type	 Not anomaly
Jun 11 2021 23:56:30 FW08 : %ASA-4-400029: IPS:3153 FTP Improper Address Specified from 132.78.223.7 to 71.162.106.236 on interface GigabitEthernet0/4	 Anomaly
Jun 11 2021 23:56:30 FW11 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 134.144.19.92 to 131.26.94.192 on interface GigabitEthernet0/2	 Anomaly
Jun 11 2021 23:56:30 FW05 : %ASA-4-400005: IPS:1005 IP options-SATNET ID 209.74.53.14 to 9.215.119.126 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:56:31 FW02 : %ASA-4-400021: IPS:2011 ICMP Address Mask Request 26.217.233.215 to 97.100.121.70 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:56:31 FW04 : %ASA-4-411004: Configuration status on interface GigabitEthernet0/0 changed state to up	 Not anomaly
Jun 11 2021 23:56:31 FW11 : %ASA-4-400029: IPS:3153 FTP Improper Address Specified from 3.142.225.28 to 14.159.91.202 on interface GigabitEthernet0/3	 Anomaly
Jun 11 2021 23:56:32 FW04 : %ASA-6-302033: Pre-allocated H323 GUP Connection for faddr GigabitEthernet0/1: 178.75.71.216/23248 to laddr GigabitEthernet0/5: 192.168.56.213/35456	 Not anomaly
Jun 11 2021 23:56:32 FW23 : %ASA-6-611101: User authentication succeeded: IP, 132.213.27.145 : Uname: user11	 Not anomaly
Jun 11 2021 23:56:32 FW23 : %ASA-7-718023: Received KEEPALIVE response from 29.19.216.33	 Not anomaly
Jun 11 2021 23:56:32 FW06 : %ASA-5-713155: DNS lookup for Primary VPN Server vpn_concentrator successfully resolved after a previous failure. Resetting any Backup Server init.	 Not anomaly
Jun 11 2021 23:56:32 FW23 : %ASA-3-318107: OSPF is enabled on GigabitEthernet0/2 during idb initialization	 Not anomaly
Jun 11 2021 23:56:32 FW00 : %ASA-3-319002: Acknowledge for route update for IP address 37.253.127.79 not received.	 Not anomaly
Jun 11 2021 23:56:32 FW14 : %ASA-6-302033: Pre-allocated H323 GUP Connection for faddr GigabitEthernet0/1: 31.53.56.248/5423 to laddr GigabitEthernet0/0: 172.26.191.212/8719	 Not anomaly
Jun 11 2021 23:56:33 FW22 : %ASA-7-710002: UDP access permitted from 184.14.237.183/48901 to GigabitEthernet0/2:25.5.78.168/SMTP	 Not anomaly
Jun 11 2021 23:56:33 FW10 : %ASA-7-710002: UDP access permitted from 36.227.155.115/38602 to GigabitEthernet0/0:157.89.95.213/DNS	 Not anomaly
Jun 11 2021 23:56:33 FW07 : %ASA-4-400021: IPS:2011 ICMP Address Mask Request 124.195.202.60 to 154.12.69.89 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:56:34 FW07 : %ASA-3-212003: Unable to receive an SNMP request on interface GigabitEthernet0/0 , error code = Not responding , will try again.	 Anomaly
Jun 11 2021 23:56:34 FW06 : %ASA-6-314004: RTSP client GigabitEthernet0/3: 95.201.113.161 accessed RTSP URL http://www.rose.info/	 Anomaly
Jun 11 2021 23:56:34 FW23 : %ASA-6-605005: Login permitted from 165.148.17.36/25381 to GigabitEthernet0/4:187.149.126.77/DHCP for user user20	 Anomaly
Jun 11 2021 23:56:34 FW10 : %ASA-4-400017: IPS:2007 ICMP Timestamp Request 5.226.100.47 to 74.173.37.188 on interface GigabitEthernet0/1	 Not anomaly
Jun 11 2021 23:56:35 FW18 : %ASA-4-400017: IPS:2007 ICMP Timestamp Request 168.158.150.19 to 31.123.190.204 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:56:35 FW24 : %ASA-4-400037: IPS:6053 DNS Request for All Records 33.101.226.38 to 217.109.249.102 on interface GigabitEthernet0/3	 Not anomaly
Jun 11 2021 23:56:35 FW19 : %ASA-6-109005: Authentication succeeded for user user4 from 10.17.129.225/5471 to 150.92.16.104/39453 on interface GigabitEthernet0/4.	 Not anomaly
Jun 11 2021 23:56:36 FW06 : %ASA-5-713155: DNS lookup for Primary VPN Server vpn_concentrator successfully resolved after a previous failure. Resetting any Backup Server init.	 Not anomaly
Jun 11 2021 23:56:36 FW06 : %ASA-5-713155: DNS lookup for Primary VPN Server vpn_concentrator successfully resolved after a previous failure. Resetting any Backup Server init.	 Not anomaly
Jun 11 2021 23:56:36 FW04 : %ASA-4-401001: Shuns cleared	 Not anomaly
Jun 11 2021 23:56:36 FW16 : %ASA-4-400000: IPS:1000 IP options-Bad Option List from 147.179.138.205 to 192.48.43.100 on interface GigabitEthernet0/3	 Not anomaly
Jun 11 2021 23:56:36 FW21 : %ASA-3-319001: Acknowledge for arp update for IP address 202.121.95.73 not received.	 Not anomaly
Jun 11 2021 23:56:36 FW00 : %ASA-3-319002: Acknowledge for route update for IP address 194.6.173.207 not received.	 Not anomaly
Jun 11 2021 23:56:36 FW08 : %ASA-1-104502: (Primary) Becoming Backup unit failed.	 Not anomaly
Jun 11 2021 23:56:36 FW22 : %ASA-4-400013: IPS:2003 ICMP Redirect 193.70.187.168 to 176.237.182.236 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:56:37 FW17 : %ASA-4-400017: IPS:2007 ICMP Timestamp Request 159.248.248.234 to 7.40.195.116 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:56:37 FW18 : %ASA-4-733100: Interface drop rate 1 exceeded. Current burst rate is 1 per second, max configured rate is 8000 ; Current average rate is 2040 per second, max configured rate is 2000 ; Cumulative total count is 3930654	 Anomaly
Jun 11 2021 23:56:37 FW09 : %ASA-4-400006: IPS:1006 IP options-Strict Source Route 3.72.19.113 to 141.132.48.207 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:56:37 FW12 : %ASA-1-104500: (Primary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 11 2021 23:56:37 FW21 : %ASA-4-400017: IPS:2007 ICMP Timestamp Request 59.126.49.183 to 23.173.249.88 on interface GigabitEthernet0/2	 Not anomaly
Jun 11 2021 23:56:38 FW04 : %ASA-7-718023: Received KEEPALIVE response from 38.249.149.188	 Not anomaly
Jun 11 2021 23:56:38 FW06 : %ASA-4-716022: Unable to connect to proxy server.	 Not anomaly
Jun 11 2021 23:56:38 FW21 : %ASA-4-400005: IPS:1005 IP options-SATNET ID 48.70.232.144 to 156.46.62.91 on interface GigabitEthernet0/4	 Not anomaly
Jun 11 2021 23:56:38 FW04 : %ASA-4-400046: IPS:6154 ypxfrd (YP transfer daemon) Portmap Request 10.11.20.207 to 15.206.119.248 on interface GigabitEthernet0/5	 Not anomaly
Jun 11 2021 23:56:39 FW07 : %ASA-3-319002: Acknowledge for route update for IP address 98.5.158.181 not received.	 Not anomaly
Jun 11 2021 23:56:39 FW20 : %ASA-4-400042: IPS:6150 ypserv (YP server daemon) Portmap Request 99.225.118.235 to 73.112.37.0 on interface GigabitEthernet0/0	 Not anomaly
Jun 11 2021 23:56:39 FW17 : %ASA-4-400000: IPS:1000 IP options-Bad Option List from 42.24.215.92 to 12.141.36.96 on interface GigabitEthernet0/5	 Not anomaly
Jun 11 2021 23:56:39 FW09 : %ASA-3-319002: Acknowledge for route update for IP address 117.78.121.27 not received.	 Not anomaly
Jun 11 2021 23:56:40 FW17 : %ASA-4-411001: Line protocol on interface GigabitEthernet0/1 changed state to up	 Anomaly
Jun 11 2021 23:56:40 FW20 : %ASA-1-105003: (Primary) Monitoring on interface GigabitEthernet0/0 waiting	 Not anomaly
Jun 11 2021 23:56:40 FW12 : %ASA-4-400013: IPS:2003 ICMP Redirect 142.124.1.235 to 17.128.184.239 on interface GigabitEthernet0/5	 Not anomaly
